relative_path,filename,ext,size_bytes,modified_local,sha256,mime,category,dates_detected,excerpt
New folder/RME_LOTO_STAND_DOWN_CERTIFICATE_ERWOMACK.pdf,RME_LOTO_STAND_DOWN_CERTIFICATE_ERWOMACK.pdf,.pdf,17623,2025-10-31 03:06:00,5b062b9cb648907b780de26ee421350af3296a3828bce69703248bea136c1523,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/RME_LOTO_STAND_DOWN_CERTIFICATE_ERWOMACK.pdf - Shortcut.lnk,RME_LOTO_STAND_DOWN_CERTIFICATE_ERWOMACK.pdf - Shortcut.lnk,.lnk,1461,2025-10-31 03:06:00,248c7f6576d8cbb8404a6bdf79accb750c2fc6c27d03f2b0eeba5a02f63bdcd3,application/octet-stream,Uncategorized,[],
New folder/Safety_Escalation_Memo_Ethan_Womack_TPA4.pdf,Safety_Escalation_Memo_Ethan_Womack_TPA4.pdf,.pdf,3228,2025-10-31 03:06:00,4ec30cb73cfe1b72d3d4f0f0646112d8e537c554e7fbf5392a106fe2577e1d7c,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Safety_Escalation_Memo_Ethan_Womack_TPA4.pdf - Shortcut.lnk,Safety_Escalation_Memo_Ethan_Womack_TPA4.pdf - Shortcut.lnk,.lnk,1461,2025-10-31 03:06:00,26964e54566fc25eef71e6144c2432adfd23b6b6695f87f3cbd51fe02808499d,application/octet-stream,Uncategorized,[],
New folder/Screenshots/AppealsAcknowledgement - Copy.png,AppealsAcknowledgement - Copy.png,.png,351940,2025-10-31 03:06:00,906ea5ea0e533413dced25497dfdaedbeca38c55f46f733518dada52ab1b3d81,image/png,Uncategorized,[],
New folder/Screenshots/AppealsAcknowledgement.png,AppealsAcknowledgement.png,.png,351940,2025-10-31 03:06:00,906ea5ea0e533413dced25497dfdaedbeca38c55f46f733518dada52ab1b3d81,image/png,Uncategorized,[],
New folder/Screenshots/Screenshot 2025-10-12 210513 - Copy.png,Screenshot 2025-10-12 210513 - Copy.png,.png,376444,2025-10-31 03:06:00,4c11e588fd242570ddb4b29e6cd206ebd7e00dbda153cbeb381170356fa20d78,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-12 210513.png,Screenshot 2025-10-12 210513.png,.png,376444,2025-10-31 03:06:00,4c11e588fd242570ddb4b29e6cd206ebd7e00dbda153cbeb381170356fa20d78,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-12 212248 - Copy.png,Screenshot 2025-10-12 212248 - Copy.png,.png,156639,2025-10-31 03:06:00,b84588028665473d0085593b8f45b0df9ffe323eafe89fac71d4d9794f156164,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-12 212248.png,Screenshot 2025-10-12 212248.png,.png,156639,2025-10-31 03:06:00,b84588028665473d0085593b8f45b0df9ffe323eafe89fac71d4d9794f156164,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-12 231654 - Copy.png,Screenshot 2025-10-12 231654 - Copy.png,.png,385135,2025-10-31 03:06:00,6a1d826b7db3377eec642705ddc5bc47e88c131c83daadea0eb9fb45d0e99648,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-12 231654.png,Screenshot 2025-10-12 231654.png,.png,385135,2025-10-31 03:06:00,6a1d826b7db3377eec642705ddc5bc47e88c131c83daadea0eb9fb45d0e99648,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 083336 - Copy.png,Screenshot 2025-10-14 083336 - Copy.png,.png,201057,2025-10-31 03:06:00,a9daa1888ca8d6c3114fb262a70cf9bffdf78b135cb391e2b9df2319033459fd,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 083336.png,Screenshot 2025-10-14 083336.png,.png,201057,2025-10-31 03:06:00,a9daa1888ca8d6c3114fb262a70cf9bffdf78b135cb391e2b9df2319033459fd,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 110001 - Copy.png,Screenshot 2025-10-14 110001 - Copy.png,.png,1242194,2025-10-31 03:06:00,2d7ae8564e2c06d6c02f31b3451cc74cb299ce0365e33724de33329ec5e87d4b,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 110001.png,Screenshot 2025-10-14 110001.png,.png,1242194,2025-10-31 03:06:00,2d7ae8564e2c06d6c02f31b3451cc74cb299ce0365e33724de33329ec5e87d4b,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 110013 - Copy.png,Screenshot 2025-10-14 110013 - Copy.png,.png,1239680,2025-10-31 03:06:00,6ff03a95020ca093d3ff4c7f4dac27d443e5f66e23516aac49a4ea56409728e6,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 110013.png,Screenshot 2025-10-14 110013.png,.png,1239680,2025-10-31 03:06:00,6ff03a95020ca093d3ff4c7f4dac27d443e5f66e23516aac49a4ea56409728e6,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 153620 - Copy.png,Screenshot 2025-10-14 153620 - Copy.png,.png,681966,2025-10-31 03:06:00,d641bba8c5ed2cfe5f40a1995c35a2248f88548a24355a82b9df576e9566b96d,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 153620.png,Screenshot 2025-10-14 153620.png,.png,681966,2025-10-31 03:06:00,d641bba8c5ed2cfe5f40a1995c35a2248f88548a24355a82b9df576e9566b96d,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 153640 - Copy.png,Screenshot 2025-10-14 153640 - Copy.png,.png,659803,2025-10-31 03:06:00,126f0edcd231e86e23bf9ecd211ae6463d4bac2d88b5f1b25b2c33e5e9213c77,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 153640.png,Screenshot 2025-10-14 153640.png,.png,659803,2025-10-31 03:06:00,126f0edcd231e86e23bf9ecd211ae6463d4bac2d88b5f1b25b2c33e5e9213c77,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 154705 - Copy.png,Screenshot 2025-10-14 154705 - Copy.png,.png,799033,2025-10-31 03:06:00,c18b5c6b0b6b230c2c1e764be45808f24376b2b00cce13226c902450b0d2828d,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 154705.png,Screenshot 2025-10-14 154705.png,.png,799033,2025-10-31 03:06:00,c18b5c6b0b6b230c2c1e764be45808f24376b2b00cce13226c902450b0d2828d,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 212823 - Copy.png,Screenshot 2025-10-14 212823 - Copy.png,.png,351940,2025-10-31 03:06:00,0638dbb9190bd9868c6fcb4ff12c37ca49f38f7a8338bb9f7e8b04991f60e86e,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 212823.png,Screenshot 2025-10-14 212823.png,.png,351940,2025-10-31 03:06:00,0638dbb9190bd9868c6fcb4ff12c37ca49f38f7a8338bb9f7e8b04991f60e86e,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 215744 - Copy.png,Screenshot 2025-10-14 215744 - Copy.png,.png,333220,2025-10-31 03:06:00,0dcd23fdd0793f6bbdfb107d23599fb3e5a862597f7114439c29824b2342079f,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-14 215744.png,Screenshot 2025-10-14 215744.png,.png,333220,2025-10-31 03:06:00,0dcd23fdd0793f6bbdfb107d23599fb3e5a862597f7114439c29824b2342079f,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 044541 - Copy.png,Screenshot 2025-10-15 044541 - Copy.png,.png,196320,2025-10-31 03:06:00,4c48abf34ee5eb053781b38ca32166769ade47a07a03fb2a6523fb3ec423f424,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 044541.png,Screenshot 2025-10-15 044541.png,.png,196320,2025-10-31 03:06:00,4c48abf34ee5eb053781b38ca32166769ade47a07a03fb2a6523fb3ec423f424,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 051242 - Copy.png,Screenshot 2025-10-15 051242 - Copy.png,.png,396318,2025-10-31 03:06:00,dade4d2a239279f933ea8f92fb4588901e40b52de3bae3a5d8a9fb5aaa52201b,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 051242.png,Screenshot 2025-10-15 051242.png,.png,396318,2025-10-31 03:06:00,dade4d2a239279f933ea8f92fb4588901e40b52de3bae3a5d8a9fb5aaa52201b,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 054659 - Copy.png,Screenshot 2025-10-15 054659 - Copy.png,.png,352974,2025-10-31 03:06:00,bcac6e5ed18bd1ae20ab68bd03d0c034fbcaebfe568bcb906798d2d7a8a65846,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 054659.png,Screenshot 2025-10-15 054659.png,.png,352974,2025-10-31 03:06:00,bcac6e5ed18bd1ae20ab68bd03d0c034fbcaebfe568bcb906798d2d7a8a65846,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 063903 - Copy.png,Screenshot 2025-10-15 063903 - Copy.png,.png,887917,2025-10-31 03:06:00,ae102ef2403333fec516e140501d12369421ff903f402808ee88c6d1b23a6864,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 063903.png,Screenshot 2025-10-15 063903.png,.png,887917,2025-10-31 03:06:00,ae102ef2403333fec516e140501d12369421ff903f402808ee88c6d1b23a6864,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 063924 - Copy.png,Screenshot 2025-10-15 063924 - Copy.png,.png,263060,2025-10-31 03:06:00,9c0c9872d15110e98df247b2152cb9aab57edea2efbe5c9184497e97978a0b60,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 063924.png,Screenshot 2025-10-15 063924.png,.png,263060,2025-10-31 03:06:00,9c0c9872d15110e98df247b2152cb9aab57edea2efbe5c9184497e97978a0b60,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 074612 - Copy.png,Screenshot 2025-10-15 074612 - Copy.png,.png,753785,2025-10-31 03:06:00,7bddb243be2bc744fa11637e455ba8de0f9237f39a23c5c64045acfbbfa160b1,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 074612.png,Screenshot 2025-10-15 074612.png,.png,753785,2025-10-31 03:06:00,7bddb243be2bc744fa11637e455ba8de0f9237f39a23c5c64045acfbbfa160b1,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 093845 - Copy.png,Screenshot 2025-10-15 093845 - Copy.png,.png,98754,2025-10-31 03:06:00,00562eb943befa8651a21cb729d11b1bdde99942bf80eb6628487c5c34f6d625,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-15 093845.png,Screenshot 2025-10-15 093845.png,.png,98754,2025-10-31 03:06:00,00562eb943befa8651a21cb729d11b1bdde99942bf80eb6628487c5c34f6d625,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-16 112519 - Copy.png,Screenshot 2025-10-16 112519 - Copy.png,.png,423695,2025-10-31 03:06:00,624e3e60acc541f919b7b4f2f5c0f2e5aa703e1f2a749c2970d0c2be8bb5495c,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-16 112519.png,Screenshot 2025-10-16 112519.png,.png,423695,2025-10-31 03:06:00,624e3e60acc541f919b7b4f2f5c0f2e5aa703e1f2a749c2970d0c2be8bb5495c,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-17 185942 - Copy.png,Screenshot 2025-10-17 185942 - Copy.png,.png,434167,2025-10-31 03:06:00,11d0f58ca08c9c825c10c5278e23b167ee086b58a6c874154050b7cdd1a0cf70,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-17 185942.png,Screenshot 2025-10-17 185942.png,.png,434167,2025-10-31 03:06:00,11d0f58ca08c9c825c10c5278e23b167ee086b58a6c874154050b7cdd1a0cf70,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-19 074403 - Copy.png,Screenshot 2025-10-19 074403 - Copy.png,.png,145892,2025-10-31 03:06:00,d298f819b0a20043378aa5a004c1a942f22e07741624a947bdb74ca4627fa2ce,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-19 074403.png,Screenshot 2025-10-19 074403.png,.png,145892,2025-10-31 03:06:00,d298f819b0a20043378aa5a004c1a942f22e07741624a947bdb74ca4627fa2ce,image/png,Uncategorized,['2025-10-1'],
New folder/Screenshots/Screenshot 2025-10-20 061342 - Copy.png,Screenshot 2025-10-20 061342 - Copy.png,.png,517213,2025-10-31 03:06:00,610a74184e12825e66b342c3eba677ce43a61ce0f7104567aab2dfc28220fa18,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-20 061342.png,Screenshot 2025-10-20 061342.png,.png,517213,2025-10-31 03:06:00,610a74184e12825e66b342c3eba677ce43a61ce0f7104567aab2dfc28220fa18,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-20 064424 - Copy.png,Screenshot 2025-10-20 064424 - Copy.png,.png,486200,2025-10-31 03:06:00,779a059468a6df1eb033df6e4e1a647b43a6970c45fbd3c7e230f2c0c3874dd9,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-20 064424.png,Screenshot 2025-10-20 064424.png,.png,486200,2025-10-31 03:06:00,779a059468a6df1eb033df6e4e1a647b43a6970c45fbd3c7e230f2c0c3874dd9,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-20 071616.png,Screenshot 2025-10-20 071616.png,.png,319055,2025-10-31 03:06:00,d91a8181b06c56b5cd0ab3e8b9fe4dbe260f7b22b48e33a1f604c268738b5293,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 112840.png,Screenshot 2025-10-21 112840.png,.png,357277,2025-10-31 03:06:00,0459bea9d86f31c4a9355d450e49240d503cee08e822d70645bc877cfa3025a4,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 120143.png,Screenshot 2025-10-21 120143.png,.png,246099,2025-10-31 03:06:00,ba095c6a592446603f72f0845eaf3617d932742a609df972a9c2886949e31eda,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 120349.png,Screenshot 2025-10-21 120349.png,.png,263525,2025-10-31 03:06:00,04ea8aed63089b81b28ac9d08fee2c6944c89859fff518d294e9c5f8b1276611,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 120733 - Copy.png,Screenshot 2025-10-21 120733 - Copy.png,.png,248171,2025-10-31 03:06:00,34bccea2b202f0e845bbbb9a255a659ed15f52c0088092b490898379d461589c,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 120733.png,Screenshot 2025-10-21 120733.png,.png,248171,2025-10-31 03:06:00,34bccea2b202f0e845bbbb9a255a659ed15f52c0088092b490898379d461589c,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 121004 - Copy.png,Screenshot 2025-10-21 121004 - Copy.png,.png,243960,2025-10-31 03:06:00,7f4c7809db2f97cb8c6de4140fdd9d389c2d648f18cbbbd51b18d8e300ba2c20,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 121004.png,Screenshot 2025-10-21 121004.png,.png,243960,2025-10-31 03:06:00,7f4c7809db2f97cb8c6de4140fdd9d389c2d648f18cbbbd51b18d8e300ba2c20,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 124023 - Copy.png,Screenshot 2025-10-21 124023 - Copy.png,.png,297792,2025-10-31 03:06:00,b93047f4f4adb03b7727f3e2ebd8a2784d738ea99f38ec1fcc493c60e0a2427a,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-21 124023.png,Screenshot 2025-10-21 124023.png,.png,297792,2025-10-31 03:06:00,b93047f4f4adb03b7727f3e2ebd8a2784d738ea99f38ec1fcc493c60e0a2427a,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-22 154659 - Copy.png,Screenshot 2025-10-22 154659 - Copy.png,.png,172045,2025-10-31 03:06:00,c8701dd9f64bdf15695e8fee6e048f49e6599f9c1c2eca233250d0f7da40c9fa,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-22 154659.png,Screenshot 2025-10-22 154659.png,.png,172045,2025-10-31 03:06:00,c8701dd9f64bdf15695e8fee6e048f49e6599f9c1c2eca233250d0f7da40c9fa,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-22 160424 - Copy.png,Screenshot 2025-10-22 160424 - Copy.png,.png,171502,2025-10-31 03:06:00,f9b26b6f45b4b7fb4427ae2a8224170e85c217e7f5ad111f55c78e80e6929c5f,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-22 160424.png,Screenshot 2025-10-22 160424.png,.png,171502,2025-10-31 03:06:00,f9b26b6f45b4b7fb4427ae2a8224170e85c217e7f5ad111f55c78e80e6929c5f,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-25 010939 - Copy.png,Screenshot 2025-10-25 010939 - Copy.png,.png,324508,2025-10-31 03:06:00,03060dfcfa16b79390f4302e61509dd93b509ac6e1a1a2ee09d9bd3291564467,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-25 010939.png,Screenshot 2025-10-25 010939.png,.png,324508,2025-10-31 03:06:00,03060dfcfa16b79390f4302e61509dd93b509ac6e1a1a2ee09d9bd3291564467,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-27 134504 - Copy.png,Screenshot 2025-10-27 134504 - Copy.png,.png,490792,2025-10-31 03:06:00,8eda34b5d4455fe2530d6da7df7e9bd187cf965f27030d331ca6c5714fe49e5a,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-27 134504.png,Screenshot 2025-10-27 134504.png,.png,490792,2025-10-31 03:06:00,8eda34b5d4455fe2530d6da7df7e9bd187cf965f27030d331ca6c5714fe49e5a,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-28 124934 - Copy.png,Screenshot 2025-10-28 124934 - Copy.png,.png,182554,2025-10-31 03:06:00,c59a2ab3af86d3af8ae63f0cff61469beab81fbe655e73488a676b1937acae23,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/Screenshot 2025-10-28 124934.png,Screenshot 2025-10-28 124934.png,.png,182554,2025-10-31 03:06:00,c59a2ab3af86d3af8ae63f0cff61469beab81fbe655e73488a676b1937acae23,image/png,Uncategorized,['2025-10-2'],
New folder/Screenshots/desktop.ini,desktop.ini,.ini,92,2025-10-31 03:06:00,648e7d785be9c79a8ce96ac055397eecf9eae63985fe58cdb67f3207ec398bef,application/octet-stream,Uncategorized,[],"[.ShellClassInfo]
LocalizedResourceName=@%SystemRoot%\system32\windows.storage.dll,-21823"
New folder/Screenshots/ethics - Copy.png,ethics - Copy.png,.png,218044,2025-10-31 03:06:00,6173928a79c7deb62ed89cff06da37661904c95ea027cf82db84e141d1c9940e,image/png,Uncategorized,[],
New folder/Screenshots/ethics.png,ethics.png,.png,218044,2025-10-31 03:06:00,6173928a79c7deb62ed89cff06da37661904c95ea027cf82db84e141d1c9940e,image/png,Uncategorized,[],
New folder/Screenshots/ptptptptptptpt - Copy.png,ptptptptptptpt - Copy.png,.png,1085944,2025-10-31 03:06:00,50ac65fd208c3e3f9a593ae12ab23bdd987fe7b928e834ae6e9f78f28afc9619,image/png,Uncategorized,[],
New folder/Screenshots/ptptptptptptpt.png,ptptptptptptpt.png,.png,1085944,2025-10-31 03:06:00,50ac65fd208c3e3f9a593ae12ab23bdd987fe7b928e834ae6e9f78f28afc9619,image/png,Uncategorized,[],
New folder/Security_Incident_Statement_Ethan_Womack_TPA4.pdf,Security_Incident_Statement_Ethan_Womack_TPA4.pdf,.pdf,2964,2025-10-31 03:06:00,9188c76125f9a73d380c3c753bab983a4e41d3753924a6c53790b6e4fcf5a059,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Security_Incident_Statement_Ethan_Womack_TPA4.pdf - Shortcut.lnk,Security_Incident_Statement_Ethan_Womack_TPA4.pdf - Shortcut.lnk,.lnk,1506,2025-10-31 03:06:00,23bc9a7e66988278cee12e1ff42247c289fc1190d63ce629ba5fa1e6d89d70ff,application/octet-stream,Uncategorized,[],
New folder/Six Sigma for Everyone.pdf,Six Sigma for Everyone.pdf,.pdf,18960390,2025-10-31 03:06:00,9b7ce39388085fa49918c274bdd54dddad4a55a6eea918ded875f09bf80351d4,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Six Sigma for Everyone.pdf - Shortcut.lnk,Six Sigma for Everyone.pdf - Shortcut.lnk,.lnk,1299,2025-10-31 03:06:00,b076d2504be566eefafa0d18550c5c3ea6ba4199b7afbe43a983a37811a94b21,application/octet-stream,Uncategorized,[],
New folder/Systemic_River_Collapse_Model_Extended.docx (2).lnk,Systemic_River_Collapse_Model_Extended.docx (2).lnk,.lnk,558,2025-10-31 03:06:00,08d23eebdab89cb3277281a0a84a708c0162c7bb5371dbe85e8fb75b614442d6,application/octet-stream,Uncategorized,[],
New folder/Systemic_River_Collapse_Model_Extended.docx.lnk,Systemic_River_Collapse_Model_Extended.docx.lnk,.lnk,558,2025-10-31 03:06:00,08d23eebdab89cb3277281a0a84a708c0162c7bb5371dbe85e8fb75b614442d6,application/octet-stream,Uncategorized,[],
New folder/Thriving Together Team Culture & Morale Survey.Form.lnk,Thriving Together Team Culture & Morale Survey.Form.lnk,.lnk,550,2025-10-31 03:06:00,9f38c3211e32603b328191b902f7b3fe8b50b8bfce1629eb4a6968de9acb3394,application/octet-stream,Uncategorized,[],
New folder/WHS_RME_PMO_Integration_Proposal.docx,WHS_RME_PMO_Integration_Proposal.docx,.docx,37728,2025-10-31 03:06:00,39e16cdfd1e1f30129b7ce72badb975ce855cf13cc4b9e142b8aa0961a399a73,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/WHS_RME_PMO_Integration_Proposal.docx - Shortcut.lnk,WHS_RME_PMO_Integration_Proposal.docx - Shortcut.lnk,.lnk,1475,2025-10-31 03:06:00,f65c71e94550b1485bf142000525eb2d1fac4dee152440af8c49e49fe9ce879d,application/octet-stream,Uncategorized,[],
New folder/Womack_Change_Request_Case20250724.docx,Womack_Change_Request_Case20250724.docx,.docx,1365853,2025-10-31 03:06:00,f44c4fdc11b5a45b2d2ec110ed57cabbb4b1a7f06652a92e49c98eb2fbf2a7a5,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Womack_Change_Request_Case20250724.docx - Shortcut.lnk,Womack_Change_Request_Case20250724.docx - Shortcut.lnk,.lnk,1493,2025-10-31 03:06:00,a63d399e1da10d606cd4ac37986eff658706ded5f31752c184d4edc488f9f711,application/octet-stream,Uncategorized,[],
New folder/Womack_DragonHawk_Master_Report.docx (2).lnk,Womack_DragonHawk_Master_Report.docx (2).lnk,.lnk,530,2025-10-31 03:06:00,5bc73b4f55126ff1b3db65b5376ba1b79d8b1e0bf021367c27e24f45810d4a6b,application/octet-stream,Uncategorized,[],
New folder/Womack_DragonHawk_Master_Report.docx.lnk,Womack_DragonHawk_Master_Report.docx.lnk,.lnk,530,2025-10-31 03:06:00,5bc73b4f55126ff1b3db65b5376ba1b79d8b1e0bf021367c27e24f45810d4a6b,application/octet-stream,Uncategorized,[],
New folder/Womack_DragonHawk_Report_Placeholder_Photos.docx (2).lnk,Womack_DragonHawk_Report_Placeholder_Photos.docx (2).lnk,.lnk,578,2025-10-31 03:06:00,ae137bdff94f480efd166780c6e2a101001de345eedcac4052a707829aead2bc,application/octet-stream,Uncategorized,[],
New folder/Womack_DragonHawk_Report_Placeholder_Photos.docx.lnk,Womack_DragonHawk_Report_Placeholder_Photos.docx.lnk,.lnk,578,2025-10-31 03:06:00,ae137bdff94f480efd166780c6e2a101001de345eedcac4052a707829aead2bc,application/octet-stream,Uncategorized,[],
New folder/Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx,Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx,.docx,39718,2025-10-31 03:06:00,23d1d326080032bbe9e795a4926d894f913196bd79e709f5253ec83f4cd3a102,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx (2).lnk,Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx (2).lnk,.lnk,582,2025-10-31 03:06:00,c076e8f1622b8a56afd1388446a97d7996251aa475f6605fe3d769c79f9176be,application/octet-stream,Uncategorized,[],
New folder/Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx - Shortcut.lnk,Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx - Shortcut.lnk,.lnk,1583,2025-10-31 03:06:00,e67cfc8ea21ceef181d9fb9ebd7d97a4b9da6bcccd2c6101aaa5a5ec58c6ec12,application/octet-stream,Uncategorized,[],
New folder/Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx.lnk,Womack_Protocol_DragonHawk_Report_Aug_8_2025.docx.lnk,.lnk,582,2025-10-31 03:06:00,c076e8f1622b8a56afd1388446a97d7996251aa475f6605fe3d769c79f9176be,application/octet-stream,Uncategorized,[],
New folder/Womack_Protocol_Summary.docx,Womack_Protocol_Summary.docx,.docx,37019,2025-10-31 03:06:00,1a78d2b623b216301e58752d76f8868f1ae0c03b2d59e5cd735f93eed5a6b233,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Womack_Protocol_Summary.docx - Shortcut.lnk,Womack_Protocol_Summary.docx - Shortcut.lnk,.lnk,1394,2025-10-31 03:06:00,0dc71c195c61669a1b79cafe0fb514bd168dff5dc3d93999074407a12d0f485f,application/octet-stream,Uncategorized,[],
New folder/amazon_liability_triangle.png,amazon_liability_triangle.png,.png,85388,2025-10-31 03:05:59,6f2c42b751bb2a1ed2d1632e6e9d6df8a01eefbffb47e446446f7eb44ba1075e,image/png,Uncategorized,[],
New folder/amazon_liability_triangle.png - Shortcut.lnk,amazon_liability_triangle.png - Shortcut.lnk,.lnk,1473,2025-10-31 03:05:59,631092c72fb5d8b986a2cc582181064ee5d9efdad0f332dd018142d4f58ea8a8,application/octet-stream,Uncategorized,[],
New folder/desktop.ini,desktop.ini,.ini,46,2025-10-31 03:05:59,27991cd3e2892702f610fd5262898f1c3dfa37e2a05082fd793bce61e99e2d98,application/octet-stream,Uncategorized,[],"[ViewState]
Mode=
Vid=
FolderType=Generic"
